FL_hip_joint,FL_thigh_joint,FL_calf_joint,FR_hip_joint,FR_thigh_joint,FR_calf_joint,RL_hip_joint,RL_thigh_joint,RL_calf_joint,RR_hip_joint,RR_thigh_joint,RR_calf_joint
0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00
-2.084977047679985665e-02,7.265744493708289342e-01,-1.507978655413678482e+00,-2.069051046305249789e-02,7.391981291897709028e-01,-1.498883083509188419e+00,2.739607692507413633e-03,7.490857429705441994e-01,-1.555446310677247368e+00,2.968889671972094451e-03,7.771171512131762604e-01,-1.576698191974206464e+00
-6.226981631789488963e-02,7.651025857956964549e-01,-1.538531220049139892e+00,-6.110414178723475725e-02,8.016118708549644367e-01,-1.514726444973271802e+00,5.914303296372710322e-03,8.063959277255593472e-01,-1.628801589296550167e+00,7.958337494892152655e-03,8.896251304741049637e-01,-1.689912109147591046e+00
-1.216543615127668315e-01,8.056291998346263306e-01,-1.591864996957685019e+00,-1.178314561183356757e-01,8.759502413948707655e-01,-1.549738245619166843e+00,9.491370666897138916e-03,8.474322267503211492e-01,-1.695175430582379184e+00,1.756029609112524578e-02,1.011460556439011338e+00,-1.811207439604920255e+00
-1.950306039313821627e-01,8.420924910545888320e-01,-1.660230425122251718e+00,-1.861071654331651337e-01,9.551946625764956567e-01,-1.596930251916806931e+00,1.459913795919174848e-02,8.614165330690750633e-01,-1.740760289115757642e+00,3.651450894810243791e-02,1.129131131027678592e+00,-1.924211858015560050e+00
-2.766862548205539230e-01,8.717597858048099502e-01,-1.732273470788576741e+00,-2.595305901819230932e-01,1.035166599923357023e+00,-1.646055915921439183e+00,2.211375501361222823e-02,8.475923063071630903e-01,-1.758132234458622545e+00,6.924424716658357515e-02,1.235746538239114178e+00,-2.018837428121169175e+00
-3.588669955911895082e-01,8.947492985716535285e-01,-1.794946847386778011e+00,-3.302899691365174806e-01,1.113542995486355380e+00,-1.687149123723264976e+00,3.186143039739593869e-02,8.121588614491120905e-01,-1.743369833363814125e+00,1.171387168805686080e-01,1.327417877860302298e+00,-2.087660450909193610e+00
-4.311533006087810982e-01,9.130413227593449088e-01,-1.833643888051659676e+00,-3.897406592372791856e-01,1.188671649959508470e+00,-1.712759178497959001e+00,4.166126023571089382e-02,7.653234739383132368e-01,-1.693972027492649968e+00,1.752620036657226987e-01,1.400964929239448153e+00,-2.123919637114412673e+00
-4.805513279244734703e-01,9.277814101665576851e-01,-1.832243048082064618e+00,-4.298502204436419061e-01,1.258100552286420815e+00,-1.721386751671331927e+00,4.492586242725604695e-02,7.178082142542131505e-01,-1.605361402869741383e+00,2.272116858872942347e-01,1.450760140882336735e+00,-2.119732370077441530e+00
-4.906724372940746148e-01,9.418698645110472611e-01,-1.780517131446551327e+00,-4.400967787841862378e-01,1.322147378534047180e+00,-1.722231516531599338e+00,3.680285121292512646e-02,6.873592116895450577e-01,-1.483869380008373762e+00,2.537600889724250242e-01,1.481498603127364033e+00,-2.077826183493105994e+00
-4.089619558735284044e-01,9.723741832359231729e-01,-1.812640745648557372e+00,-5.168123590577603510e-01,1.294512915932142016e+00,-1.756250081901857163e+00,1.162390559300127135e-01,6.697351824149883059e-01,-1.466450695787336889e+00,2.802831007498052807e-01,1.531148760298333134e+00,-2.086931959912693202e+00
-3.224385018632921485e-01,1.006954343397511220e+00,-1.869695364922395076e+00,-6.230041380883535318e-01,1.248924971110456639e+00,-1.777312576001641498e+00,2.089556321226006819e-01,6.565014745510344696e-01,-1.500805583517101249e+00,2.915979798122371180e-01,1.576637683036313353e+00,-2.118360322825987740e+00
-2.421988585211542200e-01,1.038923906501362016e+00,-1.924876613575486672e+00,-7.326724916491873518e-01,1.199940047929401121e+00,-1.772655858091372272e+00,2.968644322563474547e-01,6.458675538581539755e-01,-1.550928681084845939e+00,2.950549814901725632e-01,1.616270850250651758e+00,-2.157679455431470661e+00
-1.790235472847787612e-01,1.062121433169825879e+00,-1.963948251778996124e+00,-8.208675723203652241e-01,1.158530047785970796e+00,-1.756736985647036287e+00,3.647408195258922681e-01,6.370000550580517951e-01,-1.593551132339848353e+00,2.944267673003567176e-01,1.647947701751793614e+00,-2.193111181928391051e+00
-1.422003167236741694e-01,1.073950662164717018e+00,-1.979286986701132234e+00,-8.689923232472283043e-01,1.131173059611564558e+00,-1.741459667073575135e+00,4.018647730662393003e-01,6.319077448036399813e-01,-1.614781523329148483e+00,2.929846439440445538e-01,1.668986612555115823e+00,-2.213545105321861328e+00
-1.399132403943179059e-01,1.072694524028279917e+00,-1.967653364172698982e+00,-8.687369941948617225e-01,1.121710182102911846e+00,-1.732736459774636861e+00,4.005297307555168995e-01,6.309934654447603153e-01,-1.607842801902324537e+00,2.919436768628524415e-01,1.676838450010647463e+00,-2.209123887386341689e+00
-1.735873665086083428e-01,1.058157643744280341e+00,-1.929436316277148400e+00,-8.186691831551335952e-01,1.131162974944420752e+00,-1.731250332700472683e+00,3.611050794915546258e-01,6.343681003414066710e-01,-1.573060167673570042e+00,2.916246007971234899e-01,1.669391497003859470e+00,-2.183180420729610827e+00
-2.386192898772505622e-01,1.031055362457326874e+00,-1.868761669421258542e+00,-7.339490895892494260e-01,1.158960471981906659e+00,-1.731690227298624762e+00,2.904312957703406584e-01,6.412376446188269297e-01,-1.517474752590937337e+00,2.907724281878272810e-01,1.645623225550132629e+00,-2.144625129641230199e+00
-3.254671874406060428e-01,9.938681464941382382e-01,-1.794557081291326517e+00,-6.310179424266599835e-01,1.202047376321368599e+00,-1.722533082137537974e+00,1.995870420793885991e-01,6.500225163933772698e-01,-1.455341374004173627e+00,2.864238416933111986e-01,1.605892814388782508e+00,-2.102475579914671044e+00
-4.176752521686145081e-01,9.522025064260520866e-01,-1.723022194665417617e+00,-5.281879160723413902e-01,1.253911141984831223e+00,-1.693258254319587763e+00,1.035731571080584085e-01,6.611145169677424827e-01,-1.410728204650494089e+00,2.740585911553711229e-01,1.552418000683268851e+00,-2.066861957639746006e+00
-4.913501913433748758e-01,9.142162067807315662e-01,-1.681627405828440613e+00,-4.451349426407334997e-01,1.306933591337846590e+00,-1.666022205745174567e+00,2.031822244000014432e-02,6.764415721086962652e-01,-1.421116005150056871e+00,2.462345761602137695e-01,1.489878404304511017e+00,-2.051169536940309790e+00
-4.782155265482330719e-01,8.960360179669195624e-01,-1.728982138018954506e+00,-4.334363314255955668e-01,1.235047582793366683e+00,-1.658656793255493866e+00,2.764044058769751441e-02,7.032314693433510122e-01,-1.538958186937868788e+00,2.141002012096145379e-01,1.447775531223084444e+00,-2.085502098836726326e+00
-4.239024962345431247e-01,8.757989012539371121e-01,-1.727518224872473196e+00,-3.881170054627258170e-01,1.155239332314546674e+00,-1.642377707834553613e+00,2.613360479900822542e-02,7.460585487173996277e-01,-1.622643284912868245e+00,1.577861116650689233e-01,1.380663852535664260e+00,-2.075991149200138164e+00
-3.430620343440553000e-01,8.515988200187942780e-01,-1.690699026316116349e+00,-3.187933947827532033e-01,1.068378871605835556e+00,-1.611887317277373777e+00,2.154559664277309536e-02,7.861432289888884428e-01,-1.666863522813669007e+00,1.003565603774048132e-01,1.284921866999765072e+00,-2.021818662238498376e+00
-2.515699677570485959e-01,8.236661549953249173e-01,-1.636160219969253982e+00,-2.375638212732523180e-01,9.790878534260757382e-01,-1.572256090726106281e+00,1.704028058802679879e-02,8.118962228500843370e-01,-1.676362605196899835e+00,5.634274316448894399e-02,1.169215339966998890e+00,-1.933802692778210375e+00
-1.624874311633905388e-01,7.915171354032122242e-01,-1.579415076737642032e+00,-1.559130278240255241e-01,8.912457699007347856e-01,-1.533114046494638227e+00,1.298208083675595793e-02,8.134867699696606280e-01,-1.654373179787616222e+00,2.840090265231481892e-02,1.040085669770757226e+00,-1.821636341665318737e+00
-8.596057845832490163e-02,7.565084766074257061e-01,-1.532894624287710839e+00,-8.378578172320046147e-02,8.097456013586117329e-01,-1.504566040466391863e+00,8.861644768921476956e-03,7.878624197473157453e-01,-1.607083390786955279e+00,1.300232178846424426e-02,9.065019167664379873e-01,-1.697329528192383918e+00
-2.968259124240955199e-02,7.230405419350495189e-01,-1.505727343110883298e+00,-2.935792238497654874e-02,7.419425074346772675e-01,-1.493904052963980211e+00,4.433332202534060601e-03,7.423557059172558592e-01,-1.547236397757411064e+00,4.928035543891144676e-03,7.836093559836078137e-01,-1.579368745473990199e+00
-1.220304102111158978e-09,7.000000001809542072e-01,-1.499999997995617562e+00,1.219144818209910799e-09,7.000000001798794003e-01,-1.499999997996090739e+00,-1.236429070390840185e-09,7.000000001831867547e-01,-1.499999997969247767e+00,1.236916430710054862e-09,7.000000001831718777e-01,-1.499999997969241106e+00
0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00
