FL_hip_joint,FL_thigh_joint,FL_calf_joint,FR_hip_joint,FR_thigh_joint,FR_calf_joint,RL_hip_joint,RL_thigh_joint,RL_calf_joint,RR_hip_joint,RR_thigh_joint,RR_calf_joint
0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,-1.500000000000000000e+00
-9.038474090706859025e-04,7.175337191803720094e-01,-1.480241867268534017e+00,-9.003343237981730916e-04,7.167245085814722971e-01,-1.483253644821304729e+00,-4.057012275944413618e-03,7.442720142371771486e-01,-1.535418814522250264e+00,-4.054942904310823021e-03,7.413712751395894474e-01,-1.534270226147163241e+00
-4.833311828587504889e-03,7.260878468098712624e-01,-1.446205071994507874e+00,-4.836309249738083953e-03,7.265246192741736664e-01,-1.448639104631920693e+00,-5.971651758157708184e-03,7.787387608728982835e-01,-1.553227874799881114e+00,-5.975677915396907132e-03,7.783371276611436018e-01,-1.554068774245027651e+00
-7.490684800029911300e-03,7.052484082088553707e-01,-1.386995289850718516e+00,-7.481687418871391451e-03,7.069036346847508145e-01,-1.382719075980418433e+00,-2.252095215899861756e-03,7.677631538600354633e-01,-1.513509355766537556e+00,-2.243649769053989666e-03,7.732588023058943882e-01,-1.516377135318658587e+00
1.119565480162450222e-02,2.722958506980959759e-01,-1.874673309936099264e+00,-4.929421955092967191e-03,6.411922734453447958e-01,-1.296325821033752712e+00,3.514097148900384091e-03,6.804226427136547128e-01,-1.389254200035068942e+00,-3.005458594388742133e-02,5.688630844107018802e-01,-2.057049512189226270e+00
-1.420746860423693914e-02,4.753077022781154043e-02,-2.027908138075989797e+00,-3.283047813944315468e-03,6.049016119978599670e-01,-1.228378361573495781e+00,6.584497637343136520e-03,6.435852679076063954e-01,-1.322353368656137063e+00,3.717301624773651763e-03,5.516245428923874927e-01,-2.264719124095972091e+00
-2.623935064694084621e-02,4.995502282772128905e-02,-1.980637766528455579e+00,1.744023228206001766e-02,5.854491913116127710e-01,-1.184741454655578119e+00,2.155544769551423576e-03,6.639508283180705073e-01,-1.321711592362008414e+00,2.010757510325053565e-02,6.973860473098069113e-01,-2.280881283494181844e+00
2.874495130887580810e-02,2.546698332364359385e-01,-1.730822211891924534e+00,5.325528720625596207e-02,5.782199127395052374e-01,-1.163779568691134525e+00,-3.531105585191153529e-02,7.467040124495770703e-01,-1.381264724484372319e+00,-4.510125900236861690e-02,8.938635373347865176e-01,-2.041687603034530341e+00
-3.360595432111967290e-02,6.293592053639233130e-01,-1.206996731933942302e+00,-1.766293130197945857e-02,1.676688610442609029e-01,-1.679285566954061393e+00,2.781598315187432807e-02,4.570108967708515491e-01,-1.930729058303648271e+00,5.138911110421726103e-02,7.783053211289802098e-01,-1.400086893357012752e+00
2.264828109626729983e-03,6.529284356573711312e-01,-1.205838235499359534e+00,1.004054639914432438e-02,-3.216509812388135270e-02,-1.903012242451250779e+00,-4.045851789134490006e-03,2.672780517631619945e-01,-2.098184571108834717e+00,1.673197067371426329e-03,7.456933910965367618e-01,-1.404850565743228197e+00
8.846612525955924872e-03,6.478160417601940280e-01,-1.207670882956402680e+00,1.596288054099865433e-02,2.757279364219176326e-02,-1.928536583737327836e+00,-2.507524461314526373e-02,2.141241602916240105e-01,-2.095879916480047012e+00,-7.893197663156876001e-03,7.215512501797021194e-01,-1.394360806065287450e+00
9.769575244845261214e-03,6.263196941788558014e-01,-1.221631170780141273e+00,-3.971394064710068866e-02,3.120329310580979287e-01,-1.754203523471421056e+00,3.414878277671654083e-02,3.784001410480972716e-01,-1.917587061366707646e+00,1.957688236466064140e-03,6.827583521292104329e-01,-1.362351126070110441e+00
3.739977144386420760e-02,2.849513065130195311e-01,-1.798829883742780966e+00,-1.921362901346316404e-02,6.928698065680566343e-01,-1.251914807550853936e+00,5.049396602678028409e-03,6.266337388763175698e-01,-1.312316361445545532e+00,-3.731317294361582992e-02,1.262724905501929618e+00,-1.969997633831720885e+00
-2.454699787443785641e-02,9.229568858370551521e-02,-2.022417577098999608e+00,-9.296607077423923310e-03,6.782046410570057304e-01,-1.279119495352504021e+00,8.884658841349632463e-03,5.929828241717745030e-01,-1.292222168704052709e+00,2.367101858857265789e-02,1.616451553729759461e+00,-2.100612330313522236e+00
-2.639079192851999031e-02,6.003608194479220783e-02,-2.029345089481957132e+00,1.298097395006814724e-02,6.577271249601241987e-01,-1.291223310746736352e+00,7.844508971432258239e-04,5.882850260766837591e-01,-1.287851801169553667e+00,2.105811221489341592e-02,1.688067965202770582e+00,-1.996488759537082824e+00
2.829208328259125160e-02,1.909541715195579026e-01,-1.836242660385684955e+00,4.214400035039163328e-02,6.228441192622505840e-01,-1.313043278130730629e+00,-4.496353292824332298e-02,5.875969155694089618e-01,-1.269168460834825929e+00,-3.270307669368286568e-02,1.442374203148053535e+00,-1.725509893314840282e+00
-5.582987801819769974e-02,4.888050115262231876e-01,-1.338894311211915156e+00,-2.360465226773278413e-02,2.926023868775045056e-01,-1.872796100909440264e+00,4.593247806907961583e-02,1.075623143418414251e+00,-1.914431559074644573e+00,5.689350085155908676e-02,7.039565637628336647e-01,-1.192585655454861060e+00
-1.110815590567152279e-03,5.103507004876710607e-01,-1.321577277905988890e+00,2.038161550962610744e-02,8.193738659912458422e-02,-2.058331985416760990e+00,-9.704630158127242751e-03,1.390732620965701605e+00,-2.097103304693353820e+00,-4.648652079431413349e-03,6.655525289653603238e-01,-1.187727200235956460e+00
1.048413704549033994e-02,5.053230802484316442e-01,-1.304096921285013311e+00,2.302870159363561847e-02,9.669304931356269284e-02,-2.043850821349755709e+00,-2.364794688987794172e-02,1.494125147967941158e+00,-2.036138792291113386e+00,-1.097922282425673780e-02,6.534860767938662773e-01,-1.180313945358861139e+00
-4.073459519638367686e-03,4.916147776569034789e-01,-1.280486176442030777e+00,-4.826251149166949778e-02,3.162580110420734059e-01,-1.847367636087905884e+00,4.126705316542159802e-02,1.333170891180294415e+00,-1.767038999530990306e+00,3.977030394380174673e-03,6.757270918184568043e-01,-1.193649764484522979e+00
5.083502314456529031e-02,3.074114103441206169e-01,-1.829554390941127373e+00,-1.571704437773289650e-02,5.722996976104509637e-01,-1.299725758348877713e+00,-5.067600006579352744e-03,6.645089790409418606e-01,-1.186810925806929928e+00,-4.276546567342460331e-02,1.363184890593926779e+00,-1.735411039518225396e+00
-1.447378132323295409e-02,1.730791838205913979e-01,-2.020365452970315889e+00,-1.959119584960270985e-02,5.711127713037255083e-01,-1.295328283333341268e+00,4.706968716131741323e-03,6.596843831382546153e-01,-1.192800666627072737e+00,2.756656488660262291e-02,1.700039710666938930e+00,-1.888666331010823818e+00
-1.469050048091887981e-02,1.297228361610891501e-01,-2.020896161250873568e+00,-5.002871495474865877e-03,5.574188799670476424e-01,-1.293930787604352206e+00,-4.518491001362773089e-03,6.662829793680102863e-01,-1.199979479459867271e+00,3.017228932618817860e-02,1.727897176783111721e+00,-1.836749073739327720e+00
2.795373470595786253e-02,2.114529730041683209e-01,-1.844001742092545637e+00,4.423426019080026889e-02,5.229021085823237769e-01,-1.309451151907709665e+00,-4.816255533677166883e-02,6.791662073540529754e-01,-1.197588391207895731e+00,-2.289492671338291818e-02,1.434213202225812278e+00,-1.627520627605731240e+00
-4.904464398381498669e-02,4.641264531915224589e-01,-1.342161675126094300e+00,-2.644990314701950104e-02,3.422389569894341843e-01,-1.871092611039539833e+00,2.958617259837714383e-02,1.386038507127129726e+00,-1.768194450170549548e+00,6.425091437060712063e-02,7.890721841682158955e-01,-1.145815337759444219e+00
6.893234476293968495e-03,4.995676406196906671e-01,-1.330117843366061869e+00,1.516707924758725276e-02,2.113219087929537887e-01,-2.061506501357559973e+00,-7.497803520231464611e-03,1.726406098283475243e+00,-1.932264136676699939e+00,-9.349430282539081261e-03,7.820636676194908654e-01,-1.179446106840978059e+00
1.171819704738982434e-02,4.911523913501194549e-01,-1.316572032522305369e+00,2.215904029072568449e-02,2.013668333950891509e-01,-2.050297016525505889e+00,-1.329919780159061031e-02,1.736487716020117977e+00,-1.874403216907757797e+00,-1.597745728008685001e-02,7.643302695034804861e-01,-1.163833586723036939e+00
-1.634066918914332811e-02,4.644231343788222666e-01,-1.293455818143753211e+00,-4.085699803011608178e-02,3.220190568493817573e-01,-1.839831126591121357e+00,4.664926050095030696e-02,1.447333493554189277e+00,-1.628493378751328047e+00,1.338525823990036404e-02,7.685193368434478645e-01,-1.144342175271453099e+00
3.898235030168450965e-02,3.476329436302234566e-01,-1.871623196798617217e+00,1.078967715964891010e-03,5.111809700172431636e-01,-1.297959377673511883e+00,7.994157186147100988e-04,6.798557291142535153e-01,-1.105691226627981916e+00,-6.128778902093070385e-02,1.306308232480692721e+00,-1.702000354256815173e+00
-2.888688883640271043e-02,2.117540098156429074e-01,-2.078293830453539215e+00,-1.335351090992611435e-02,5.083883912164168795e-01,-1.290626601238089144e+00,1.608185342338906004e-02,6.531837665761695000e-01,-1.088095107224269720e+00,2.020584756842279742e-02,1.512234979062808238e+00,-1.900704661070997448e+00
-2.201594078543612359e-02,1.485564021285490088e-01,-2.081916038104082656e+00,-1.515509160120709613e-03,5.030656942835375345e-01,-1.298078310006995029e+00,6.920464857173869513e-03,6.630140642713944210e-01,-1.098388049991672721e+00,1.915283089421231794e-02,1.523069442581829858e+00,-1.877297558469251726e+00
2.564701482235670280e-02,2.070793741305334557e-01,-1.891408624730849697e+00,4.543115050361871271e-02,4.882556159154682329e-01,-1.339778472953750521e+00,-5.217708989927584418e-02,7.003105635249343708e-01,-1.120784683079170119e+00,-3.996688019403121794e-02,1.317723695818665108e+00,-1.667354154610764860e+00
-3.823540552356265165e-02,4.334168011566970624e-01,-1.372437081315482699e+00,-3.848950822609771560e-02,3.386100766944655782e-01,-1.913220180136126158e+00,2.822988897709149611e-02,1.412376680521318040e+00,-1.665661915175668417e+00,6.894793535073717727e-02,7.789228477680054663e-01,-1.173291307801904937e+00
1.304586989910913424e-02,4.803187363890530914e-01,-1.363237626421633486e+00,1.275745179927478996e-02,2.475544525238938531e-01,-2.130209865126762470e+00,-1.666002485398498933e-02,1.714937295891212354e+00,-1.873829026576239176e+00,-7.966150399793498621e-03,7.867854434223237048e-01,-1.214901118175995887e+00
1.946401009153091166e-02,4.772794060388587112e-01,-1.343768525068497421e+00,2.642983219816954360e-02,2.669294183399490983e-01,-2.126111171824186297e+00,-3.640078355644304348e-02,1.703873172705899552e+00,-1.851619820350183021e+00,-1.516416000508285893e-02,7.733417963236146608e-01,-1.195881427675237640e+00
-7.444865346596285689e-03,4.485754691436280028e-01,-1.317056041814868683e+00,-4.556354969967612439e-02,3.845606903485698780e-01,-1.907088285740640154e+00,3.562008506728651241e-02,1.421941535742356821e+00,-1.636992150188218531e+00,1.839201084500509398e-02,7.697499507952588749e-01,-1.161419119581386550e+00
4.349908387937360954e-02,2.690516950195544488e-01,-1.871403384111864687e+00,6.653851958804741021e-03,4.664418686653086787e-01,-1.335389467981185962e+00,-1.234980730033805735e-02,6.425201826058917209e-01,-1.131014185614047207e+00,-4.671220769440556642e-02,1.270869169090973250e+00,-1.715645648105119214e+00
-1.919717586722290495e-02,1.980046288898035522e-01,-2.064632114892022141e+00,-1.727151301189150043e-02,4.755411928043036807e-01,-1.299100879966252453e+00,1.135646281454672814e-02,6.334904984184054344e-01,-1.121321836242780368e+00,2.250597405796394765e-02,1.519795576267449766e+00,-1.953981500696054363e+00
-2.113212853758701312e-02,2.075611350047756876e-01,-2.059615955441697288e+00,5.517080428158420554e-05,4.640210210749154962e-01,-1.265440117094227546e+00,1.043153054789660791e-02,6.511222158450685749e-01,-1.127558861762528064e+00,1.189339121698509277e-02,1.543985714837532663e+00,-1.967461371733842279e+00
2.705367808757294310e-02,2.893084622379206161e-01,-1.858744761186361671e+00,2.734144485363240035e-02,4.489588144544490733e-01,-1.284746175940350232e+00,-3.421586120377787671e-02,6.871834043332666342e-01,-1.161814352696740826e+00,-4.287930915634165924e-02,1.313140963467147593e+00,-1.777116789398710983e+00
-5.264913307055819197e-02,4.970201248215108669e-01,-1.337956430141373332e+00,-2.959856463011473898e-02,1.877215606466465236e-01,-1.817723768070316215e+00,4.969318852006956305e-02,1.277952814347824262e+00,-1.811408113990210289e+00,5.558428502393660681e-02,6.949420914501743818e-01,-1.255453028037079255e+00
